Nh,BOOK,"(0, 1)","(1, 2)",﻿,《军阀治世》,"['\ufeff', '《军阀治世》']",军阀治世.txt
Ns,Ns,"(27, 28)","(31, 32)",旅顺,辽东半岛,"['不过', '随着', '毛文龙', '被', '袁崇焕', '砍', '了', '之后', '，', '东江', '军', '军心涣散', '，', '才', '给', '了', '满清', '可乘之机', '，', '最后', '在', '孔有德', '的', '配合', '下', '，', '攻克', '旅顺', '，', '彻底解决', '了', '辽东半岛', '上', '的', '眼中钉', '。']",军阀治世.txt
Nh,Ns,"(1, 2)","(8, 9)",额真,金州,"['“', '额真', '大人', '说', '的', '是', '，', '我', '金州', '城', '此刻', '固若金汤', '，', '岂', '是', '明狗', '能够', '冒犯', '的', '。', '”']",军阀治世.txt
Nh,Nh,"(0, 1)","(2, 3)",代善,豪格,"['代善', '、', '豪格', '二人', '被', '明军', '击毙', '的', '消息', '，', '早就', '传遍', '了', '辽东', '，', '金州', '城', '的', '清军', '如何', '不知', '？']",军阀治世.txt
Ns,Ns,"(13, 14)","(15, 16)",辽东,金州,"['代善', '、', '豪格', '二人', '被', '明军', '击毙', '的', '消息', '，', '早就', '传遍', '了', '辽东', '，', '金州', '城', '的', '清军', '如何', '不知', '？']",军阀治世.txt
Nh,Ns,"(4, 5)","(11, 12)",李海,大凌河,"['那名', '梅勒额', '真', '叫', '李海', '，', '原本', '是', '名千总', '，', '参与', '大凌河', '之', '战时', '被', '清军', '俘虏', '，', '去年', '冬天', '满清', '扩编', '汉军', '八旗', '时', '，', '他成', '了', '一名', '梅勒额', '真', '。']",军阀治世.txt
Ni,Ns,"(0, 3)","(4, 5)",辽东特战大队,辽东,"['辽东', '特战', '大队', '在', '辽东', '的', '活动', '非常', '谨慎', '，', '对', '李海', '进行', '了', '几个', '月', '的', '观察', '后', '，', '才', '表明', '身份', '，', '成功', '的', '策反', '了', '李海', '，', '李海', '也', '未', '向', '第二个', '人', '说', '过', '此事', '，', '因为', '他', '深知', '辽东', '的', '汉民', '成份', '太', '复杂', '了', '。']",军阀治世.txt
Ns,Nh,"(4, 5)","(11, 12)",辽东,李海,"['辽东', '特战', '大队', '在', '辽东', '的', '活动', '非常', '谨慎', '，', '对', '李海', '进行', '了', '几个', '月', '的', '观察', '后', '，', '才', '表明', '身份', '，', '成功', '的', '策反', '了', '李海', '，', '李海', '也', '未', '向', '第二个', '人', '说', '过', '此事', '，', '因为', '他', '深知', '辽东', '的', '汉民', '成份', '太', '复杂', '了', '。']",军阀治世.txt
Nh,Nh,"(28, 29)","(30, 31)",李海,李海,"['辽东', '特战', '大队', '在', '辽东', '的', '活动', '非常', '谨慎', '，', '对', '李海', '进行', '了', '几个', '月', '的', '观察', '后', '，', '才', '表明', '身份', '，', '成功', '的', '策反', '了', '李海', '，', '李海', '也', '未', '向', '第二个', '人', '说', '过', '此事', '，', '因为', '他', '深知', '辽东', '的', '汉民', '成份', '太', '复杂', '了', '。']",军阀治世.txt
Nh,Ns,"(0, 1)","(2, 3)",赵勇,金州,"['赵勇', '进入', '金州', '后', '，', '随即', '对', '金州', '城内', '的', '满人', '进行', '清洗', '，', '城内', '的', '满人', '悉数', '被', '抓', '了', '起来', '，', '汉官', '也', '被', '关押', '了', '起来', '。']",军阀治世.txt
Nh,Ns,"(0, 1)","(7, 8)",赵勇,金州,"['赵勇', '进入', '金州', '后', '，', '随即', '对', '金州', '城内', '的', '满人', '进行', '清洗', '，', '城内', '的', '满人', '悉数', '被', '抓', '了', '起来', '，', '汉官', '也', '被', '关押', '了', '起来', '。']",军阀治世.txt
Ns,Ns,"(2, 3)","(7, 8)",金州,金州,"['赵勇', '进入', '金州', '后', '，', '随即', '对', '金州', '城内', '的', '满人', '进行', '清洗', '，', '城内', '的', '满人', '悉数', '被', '抓', '了', '起来', '，', '汉官', '也', '被', '关押', '了', '起来', '。']",军阀治世.txt
Ns,Ns,"(2, 3)","(5, 6)",金州,南关,"['夺取', '了', '金州', '城后', '，', '南关', '和', '旅顺', '的', '问题', '就', '简单', '得', '多', '了', '，', '卡住', '了', '金州', '城', '，', '南关', '和', '旅顺', '的', '清军', '，', '上天无路', '，', '遁', '地无门', '，', '最多', '也', '就是', '几条', '船', '能带', '点人', '离开', '。']",军阀治世.txt
Ns,Ns,"(2, 3)","(7, 8)",金州,旅顺,"['夺取', '了', '金州', '城后', '，', '南关', '和', '旅顺', '的', '问题', '就', '简单', '得', '多', '了', '，', '卡住', '了', '金州', '城', '，', '南关', '和', '旅顺', '的', '清军', '，', '上天无路', '，', '遁', '地无门', '，', '最多', '也', '就是', '几条', '船', '能带', '点人', '离开', '。']",军阀治世.txt
Ns,Ns,"(5, 6)","(7, 8)",南关,旅顺,"['夺取', '了', '金州', '城后', '，', '南关', '和', '旅顺', '的', '问题', '就', '简单', '得', '多', '了', '，', '卡住', '了', '金州', '城', '，', '南关', '和', '旅顺', '的', '清军', '，', '上天无路', '，', '遁', '地无门', '，', '最多', '也', '就是', '几条', '船', '能带', '点人', '离开', '。']",军阀治世.txt
Ns,Ns,"(18, 19)","(21, 22)",金州,南关,"['夺取', '了', '金州', '城后', '，', '南关', '和', '旅顺', '的', '问题', '就', '简单', '得', '多', '了', '，', '卡住', '了', '金州', '城', '，', '南关', '和', '旅顺', '的', '清军', '，', '上天无路', '，', '遁', '地无门', '，', '最多', '也', '就是', '几条', '船', '能带', '点人', '离开', '。']",军阀治世.txt
Ns,Ns,"(18, 19)","(23, 24)",金州,旅顺,"['夺取', '了', '金州', '城后', '，', '南关', '和', '旅顺', '的', '问题', '就', '简单', '得', '多', '了', '，', '卡住', '了', '金州', '城', '，', '南关', '和', '旅顺', '的', '清军', '，', '上天无路', '，', '遁', '地无门', '，', '最多', '也', '就是', '几条', '船', '能带', '点人', '离开', '。']",军阀治世.txt
Ns,Ns,"(21, 22)","(23, 24)",南关,旅顺,"['夺取', '了', '金州', '城后', '，', '南关', '和', '旅顺', '的', '问题', '就', '简单', '得', '多', '了', '，', '卡住', '了', '金州', '城', '，', '南关', '和', '旅顺', '的', '清军', '，', '上天无路', '，', '遁', '地无门', '，', '最多', '也', '就是', '几条', '船', '能带', '点人', '离开', '。']",军阀治世.txt
Nh,Ns,"(1, 2)","(8, 9)",赵勇,南关,"['随后', '赵勇', '便', '带', '着', '大军', '南下', '攻打', '南关', '与', '旅顺', '，', '骑兵', '营则', '留在', '金州', '，', '随时', '支援', '岫岩', '等', '地', '，', '第一', '营', '是从', '北到', '南', '推进', '，', '若', '是', '清军', '进攻', '，', '很', '容易', '首尾', '难顾', '。']",军阀治世.txt
Ns,Ns,"(8, 9)","(10, 11)",南关,旅顺,"['随后', '赵勇', '便', '带', '着', '大军', '南下', '攻打', '南关', '与', '旅顺', '，', '骑兵', '营则', '留在', '金州', '，', '随时', '支援', '岫岩', '等', '地', '，', '第一', '营', '是从', '北到', '南', '推进', '，', '若', '是', '清军', '进攻', '，', '很', '容易', '首尾', '难顾', '。']",军阀治世.txt
Ns,Ns,"(8, 9)","(15, 16)",南关,金州,"['随后', '赵勇', '便', '带', '着', '大军', '南下', '攻打', '南关', '与', '旅顺', '，', '骑兵', '营则', '留在', '金州', '，', '随时', '支援', '岫岩', '等', '地', '，', '第一', '营', '是从', '北到', '南', '推进', '，', '若', '是', '清军', '进攻', '，', '很', '容易', '首尾', '难顾', '。']",军阀治世.txt
Ns,Ns,"(10, 11)","(15, 16)",旅顺,金州,"['随后', '赵勇', '便', '带', '着', '大军', '南下', '攻打', '南关', '与', '旅顺', '，', '骑兵', '营则', '留在', '金州', '，', '随时', '支援', '岫岩', '等', '地', '，', '第一', '营', '是从', '北到', '南', '推进', '，', '若', '是', '清军', '进攻', '，', '很', '容易', '首尾', '难顾', '。']",军阀治世.txt
Ns,Ns,"(9, 10)","(16, 17)",南关,旅顺,"['第一', '营', '和', '炮兵营', '一路', '以', '摧枯拉朽', '之势', '大破', '南关', '，', '于', '三月', '十六', '又', '大破', '旅顺', '，', '歼灭', '清军', '八千余', '人', '，', '又', '收编', '了', '六千余', '人', '。']",军阀治世.txt
Nh,Ns,"(0, 1)","(7, 8)",赵勇,金州,"['赵勇', '将', '这', '六千余', '人', '也', '发往', '金州', '进行', '集训', '，', '目前', '第一', '营', '负责', '西路', '的', '进攻', '，', '又', '要', '守住', '攻下', '的', '城池', '，', '人手', '难免', '不够', '。']",军阀治世.txt
Ns,Ns,"(1, 2)","(4, 5)",辽东,辽东,"['等', '辽东', '军', '到达', '辽东', '后', '，', '那些', '城池', '就', '将', '交由', '辽东', '军', '防守', '，', '而', '山东', '军则', '负责', '主要', '的', '进攻', '作战', '任务', '。']",军阀治世.txt
Ns,Ns,"(12, 13)","(17, 18)",辽东,山东,"['等', '辽东', '军', '到达', '辽东', '后', '，', '那些', '城池', '就', '将', '交由', '辽东', '军', '防守', '，', '而', '山东', '军则', '负责', '主要', '的', '进攻', '作战', '任务', '。']",军阀治世.txt
Nh,Ns,"(1, 2)","(6, 7)",赵勇,大连湾,"['同时', '赵勇', '开始', '让', '人', '在', '大连湾', '修筑', '码头', '，', '并', '向', '龙口', '传递', '战报', '。']",军阀治世.txt
Ns,Ns,"(6, 7)","(12, 13)",大连湾,龙口,"['同时', '赵勇', '开始', '让', '人', '在', '大连湾', '修筑', '码头', '，', '并', '向', '龙口', '传递', '战报', '。']",军阀治世.txt
Ns,Ns,"(2, 3)","(6, 7)",大连湾,辽东,"['攻下', '了', '大连湾', '，', '以后', '往', '辽东', '运输部队', '和', '物资', '就', '容易', '多', '了', '。']",军阀治世.txt
Nh,Ns,"(2, 3)","(4, 5)",赵勇,南关,"['就', '在', '赵勇', '攻打', '南关', '和', '旅顺', '时', '，', '满清', '并', '没有', '进行', '任何', '的', '反扑', '，', '这', '给', '了', '赵勇', '宽裕', '的', '时间', '，', '回到', '金州', '后', '，', '随即', '带', '着', '收编', '的', '一万四千', '名汉兵', '，', '兵锋', '直指', '复州', '、', '永宁', '、', '盖州', '一线', '。']",军阀治世.txt
Nh,Ns,"(2, 3)","(6, 7)",赵勇,旅顺,"['就', '在', '赵勇', '攻打', '南关', '和', '旅顺', '时', '，', '满清', '并', '没有', '进行', '任何', '的', '反扑', '，', '这', '给', '了', '赵勇', '宽裕', '的', '时间', '，', '回到', '金州', '后', '，', '随即', '带', '着', '收编', '的', '一万四千', '名汉兵', '，', '兵锋', '直指', '复州', '、', '永宁', '、', '盖州', '一线', '。']",军阀治世.txt
Ns,Ns,"(4, 5)","(6, 7)",南关,旅顺,"['就', '在', '赵勇', '攻打', '南关', '和', '旅顺', '时', '，', '满清', '并', '没有', '进行', '任何', '的', '反扑', '，', '这', '给', '了', '赵勇', '宽裕', '的', '时间', '，', '回到', '金州', '后', '，', '随即', '带', '着', '收编', '的', '一万四千', '名汉兵', '，', '兵锋', '直指', '复州', '、', '永宁', '、', '盖州', '一线', '。']",军阀治世.txt
Nh,Ns,"(20, 21)","(26, 27)",赵勇,金州,"['就', '在', '赵勇', '攻打', '南关', '和', '旅顺', '时', '，', '满清', '并', '没有', '进行', '任何', '的', '反扑', '，', '这', '给', '了', '赵勇', '宽裕', '的', '时间', '，', '回到', '金州', '后', '，', '随即', '带', '着', '收编', '的', '一万四千', '名汉兵', '，', '兵锋', '直指', '复州', '、', '永宁', '、', '盖州', '一线', '。']",军阀治世.txt
Ns,Ns,"(39, 40)","(41, 42)",复州,永宁,"['就', '在', '赵勇', '攻打', '南关', '和', '旅顺', '时', '，', '满清', '并', '没有', '进行', '任何', '的', '反扑', '，', '这', '给', '了', '赵勇', '宽裕', '的', '时间', '，', '回到', '金州', '后', '，', '随即', '带', '着', '收编', '的', '一万四千', '名汉兵', '，', '兵锋', '直指', '复州', '、', '永宁', '、', '盖州', '一线', '。']",军阀治世.txt
Ns,Ns,"(39, 40)","(43, 44)",复州,盖州,"['就', '在', '赵勇', '攻打', '南关', '和', '旅顺', '时', '，', '满清', '并', '没有', '进行', '任何', '的', '反扑', '，', '这', '给', '了', '赵勇', '宽裕', '的', '时间', '，', '回到', '金州', '后', '，', '随即', '带', '着', '收编', '的', '一万四千', '名汉兵', '，', '兵锋', '直指', '复州', '、', '永宁', '、', '盖州', '一线', '。']",军阀治世.txt
Ns,Ns,"(41, 42)","(43, 44)",永宁,盖州,"['就', '在', '赵勇', '攻打', '南关', '和', '旅顺', '时', '，', '满清', '并', '没有', '进行', '任何', '的', '反扑', '，', '这', '给', '了', '赵勇', '宽裕', '的', '时间', '，', '回到', '金州', '后', '，', '随即', '带', '着', '收编', '的', '一万四千', '名汉兵', '，', '兵锋', '直指', '复州', '、', '永宁', '、', '盖州', '一线', '。']",军阀治世.txt
Ns,Ns,"(8, 9)","(11, 12)",太子河,太子河,"['赵勇接', '的', '作战', '命令', '，', '是', '推进', '到', '太子河', '即止', '，', '太子河', '北面', '便是', '浑河', '，', '渡过', '浑河', '便', '能', '到达', '沈阳', '。']",军阀治世.txt
Ns,Ns,"(8, 9)","(14, 15)",太子河,浑河,"['赵勇接', '的', '作战', '命令', '，', '是', '推进', '到', '太子河', '即止', '，', '太子河', '北面', '便是', '浑河', '，', '渡过', '浑河', '便', '能', '到达', '沈阳', '。']",军阀治世.txt
Ns,Ns,"(11, 12)","(14, 15)",太子河,浑河,"['赵勇接', '的', '作战', '命令', '，', '是', '推进', '到', '太子河', '即止', '，', '太子河', '北面', '便是', '浑河', '，', '渡过', '浑河', '便', '能', '到达', '沈阳', '。']",军阀治世.txt
Ns,Ns,"(11, 12)","(17, 18)",太子河,浑河,"['赵勇接', '的', '作战', '命令', '，', '是', '推进', '到', '太子河', '即止', '，', '太子河', '北面', '便是', '浑河', '，', '渡过', '浑河', '便', '能', '到达', '沈阳', '。']",军阀治世.txt
Ns,Ns,"(14, 15)","(17, 18)",浑河,浑河,"['赵勇接', '的', '作战', '命令', '，', '是', '推进', '到', '太子河', '即止', '，', '太子河', '北面', '便是', '浑河', '，', '渡过', '浑河', '便', '能', '到达', '沈阳', '。']",军阀治世.txt
Ns,Ns,"(14, 15)","(21, 22)",浑河,沈阳,"['赵勇接', '的', '作战', '命令', '，', '是', '推进', '到', '太子河', '即止', '，', '太子河', '北面', '便是', '浑河', '，', '渡过', '浑河', '便', '能', '到达', '沈阳', '。']",军阀治世.txt
Ns,Ns,"(17, 18)","(21, 22)",浑河,沈阳,"['赵勇接', '的', '作战', '命令', '，', '是', '推进', '到', '太子河', '即止', '，', '太子河', '北面', '便是', '浑河', '，', '渡过', '浑河', '便', '能', '到达', '沈阳', '。']",军阀治世.txt
Ns,Ns,"(1, 2)","(3, 4)",复州,永宁,"['除了', '复州', '、', '永宁', '、', '盖州', '，', '第一', '营', '还', '需', '攻取', '耀州', '、', '海州', '、', '鞍山', '、', '辽阳', '。']",军阀治世.txt
Ns,Ns,"(1, 2)","(5, 6)",复州,盖州,"['除了', '复州', '、', '永宁', '、', '盖州', '，', '第一', '营', '还', '需', '攻取', '耀州', '、', '海州', '、', '鞍山', '、', '辽阳', '。']",军阀治世.txt
Ns,Ns,"(3, 4)","(5, 6)",永宁,盖州,"['除了', '复州', '、', '永宁', '、', '盖州', '，', '第一', '营', '还', '需', '攻取', '耀州', '、', '海州', '、', '鞍山', '、', '辽阳', '。']",军阀治世.txt
Ns,Ns,"(5, 6)","(12, 13)",盖州,耀州,"['除了', '复州', '、', '永宁', '、', '盖州', '，', '第一', '营', '还', '需', '攻取', '耀州', '、', '海州', '、', '鞍山', '、', '辽阳', '。']",军阀治世.txt
Ns,Ns,"(12, 13)","(14, 15)",耀州,海州,"['除了', '复州', '、', '永宁', '、', '盖州', '，', '第一', '营', '还', '需', '攻取', '耀州', '、', '海州', '、', '鞍山', '、', '辽阳', '。']",军阀治世.txt
Ns,Ns,"(12, 13)","(16, 17)",耀州,鞍山,"['除了', '复州', '、', '永宁', '、', '盖州', '，', '第一', '营', '还', '需', '攻取', '耀州', '、', '海州', '、', '鞍山', '、', '辽阳', '。']",军阀治世.txt
Ns,Ns,"(12, 13)","(18, 19)",耀州,辽阳,"['除了', '复州', '、', '永宁', '、', '盖州', '，', '第一', '营', '还', '需', '攻取', '耀州', '、', '海州', '、', '鞍山', '、', '辽阳', '。']",军阀治世.txt
Ns,Ns,"(14, 15)","(16, 17)",海州,鞍山,"['除了', '复州', '、', '永宁', '、', '盖州', '，', '第一', '营', '还', '需', '攻取', '耀州', '、', '海州', '、', '鞍山', '、', '辽阳', '。']",军阀治世.txt
Ns,Ns,"(14, 15)","(18, 19)",海州,辽阳,"['除了', '复州', '、', '永宁', '、', '盖州', '，', '第一', '营', '还', '需', '攻取', '耀州', '、', '海州', '、', '鞍山', '、', '辽阳', '。']",军阀治世.txt
Ns,Ns,"(16, 17)","(18, 19)",鞍山,辽阳,"['除了', '复州', '、', '永宁', '、', '盖州', '，', '第一', '营', '还', '需', '攻取', '耀州', '、', '海州', '、', '鞍山', '、', '辽阳', '。']",军阀治世.txt
Nh,Nh,"(0, 1)","(2, 3)",黄台吉,多尔衮,"['黄台吉', '对', '多尔衮', '、', '岳托', '等', '人', '问道', '。']",军阀治世.txt
Nh,Nh,"(0, 1)","(4, 5)",黄台吉,岳托,"['黄台吉', '对', '多尔衮', '、', '岳托', '等', '人', '问道', '。']",军阀治世.txt
Nh,Nh,"(2, 3)","(4, 5)",多尔衮,岳托,"['黄台吉', '对', '多尔衮', '、', '岳托', '等', '人', '问道', '。']",军阀治世.txt
Nh,Nh,"(0, 1)","(5, 6)",岳托,于明军,"['岳托', '出列', '说道', '，', '对', '于明军', '的', '封锁', '他', '感觉', '无所谓', '，', '因为', '在', '他', '看来', '，', '明军', '要', '想', '堵截', '他们', '返回', '到', '辽东', '几乎', '可能', '。']",军阀治世.txt
Ns,Ns,"(16, 17)","(18, 19)",朝鲜,朝鲜,"['陛下', '我们', '可以', '做', '两手', '准备', '，', '您', '先', '走', '东面', '山路', '，', '臣', '则', '在', '朝鲜', '征召', '朝鲜', '百姓', '，', '若', '是', '陛下', '在', '山路', '走', '不通', '，', '我们', '便', '征集', '全', '朝鲜', '之力', '，', '助', '我', '大军', '强渡', '鸭绿江', '。', '”']",军阀治世.txt
Ns,Ns,"(33, 34)","(40, 41)",朝鲜,鸭绿江,"['陛下', '我们', '可以', '做', '两手', '准备', '，', '您', '先', '走', '东面', '山路', '，', '臣', '则', '在', '朝鲜', '征召', '朝鲜', '百姓', '，', '若', '是', '陛下', '在', '山路', '走', '不通', '，', '我们', '便', '征集', '全', '朝鲜', '之力', '，', '助', '我', '大军', '强渡', '鸭绿江', '。', '”']",军阀治世.txt
Nh,Nh,"(2, 3)","(6, 7)",多尔衮,黄台吉,"['听', '了', '多尔衮', '的', '建议', '，', '黄台吉', '思索', '了', '片刻', '，', '没有', '感觉', '到', '什么', '问题', '，', '便', '点头', '说道', '：', '“', '那', '便', '如此', '，', '明日', '我军', '就', '从', '东面', '山路', '回', '辽', '，', '多尔衮', '你', '留在', '朝鲜', '准备', '强渡', '鸭绿江', '。', '”']",军阀治世.txt
Nh,Ns,"(35, 36)","(38, 39)",多尔衮,朝鲜,"['听', '了', '多尔衮', '的', '建议', '，', '黄台吉', '思索', '了', '片刻', '，', '没有', '感觉', '到', '什么', '问题', '，', '便', '点头', '说道', '：', '“', '那', '便', '如此', '，', '明日', '我军', '就', '从', '东面', '山路', '回', '辽', '，', '多尔衮', '你', '留在', '朝鲜', '准备', '强渡', '鸭绿江', '。', '”']",军阀治世.txt
Nh,Ns,"(35, 36)","(41, 42)",多尔衮,鸭绿江,"['听', '了', '多尔衮', '的', '建议', '，', '黄台吉', '思索', '了', '片刻', '，', '没有', '感觉', '到', '什么', '问题', '，', '便', '点头', '说道', '：', '“', '那', '便', '如此', '，', '明日', '我军', '就', '从', '东面', '山路', '回', '辽', '，', '多尔衮', '你', '留在', '朝鲜', '准备', '强渡', '鸭绿江', '。', '”']",军阀治世.txt
Ns,Ns,"(38, 39)","(41, 42)",朝鲜,鸭绿江,"['听', '了', '多尔衮', '的', '建议', '，', '黄台吉', '思索', '了', '片刻', '，', '没有', '感觉', '到', '什么', '问题', '，', '便', '点头', '说道', '：', '“', '那', '便', '如此', '，', '明日', '我军', '就', '从', '东面', '山路', '回', '辽', '，', '多尔衮', '你', '留在', '朝鲜', '准备', '强渡', '鸭绿江', '。', '”']",军阀治世.txt
Nh,Ns,"(0, 1)","(3, 4)",多铎,镇江,"['多铎', '在', '撤离', '镇江', '时', '，', '曾', '连夜', '派遣', '十几艘', '小船', '强渡', '过江', '给', '他', '出', '送信', '，', '多尔衮', '接到', '信后', '，', '把', '那些', '信使', '全都', '砍', '了', '。']",军阀治世.txt
Ns,Nh,"(12, 13)","(18, 19)",过江,多尔衮,"['多铎', '在', '撤离', '镇江', '时', '，', '曾', '连夜', '派遣', '十几艘', '小船', '强渡', '过江', '给', '他', '出', '送信', '，', '多尔衮', '接到', '信后', '，', '把', '那些', '信使', '全都', '砍', '了', '。']",军阀治世.txt
Ns,Nh,"(1, 2)","(5, 6)",朝鲜,多尔衮,"['整个', '朝鲜', '，', '也', '只有', '多尔衮', '一人', '知道', '辽东', '的', '情况', '。']",军阀治世.txt
Ns,Ns,"(1, 2)","(8, 9)",朝鲜,辽东,"['整个', '朝鲜', '，', '也', '只有', '多尔衮', '一人', '知道', '辽东', '的', '情况', '。']",军阀治世.txt
Nh,Ns,"(5, 6)","(8, 9)",多尔衮,辽东,"['整个', '朝鲜', '，', '也', '只有', '多尔衮', '一人', '知道', '辽东', '的', '情况', '。']",军阀治世.txt
Ns,Nh,"(3, 4)","(8, 9)",辽东,黄台吉,"['明军', '已经', '大举进攻', '辽东', '，', '意图', '彻底', '将', '黄台吉', '堵死', '在', '朝鲜', '。']",军阀治世.txt
Nh,Ns,"(8, 9)","(11, 12)",黄台吉,朝鲜,"['明军', '已经', '大举进攻', '辽东', '，', '意图', '彻底', '将', '黄台吉', '堵死', '在', '朝鲜', '。']",军阀治世.txt
Ns,Nh,"(3, 4)","(6, 7)",辽东,黄台吉,"['同时', '不', '明白', '辽东', '变化', '的', '黄台吉', '，', '自然', '也', '不会', '想到', '，', '多尔衮', '竟会', '想', '抢先一步', '夺船', '而', '去', '。']",军阀治世.txt
Nh,Nh,"(6, 7)","(13, 14)",黄台吉,多尔衮,"['同时', '不', '明白', '辽东', '变化', '的', '黄台吉', '，', '自然', '也', '不会', '想到', '，', '多尔衮', '竟会', '想', '抢先一步', '夺船', '而', '去', '。']",军阀治世.txt
Ns,Nh,"(11, 12)","(14, 15)",朝鲜,黄台吉,"['多尔衮', '想同', '其中', '的', '门道', '后', '，', '随即', '建议', '自己', '留在', '朝鲜', '，', '作为', '黄台吉', '离朝', '的', '后', '手', '，', '黄台吉', '果然', '答应', '了', '下来', '。']",军阀治世.txt
Nh,Nh,"(14, 15)","(20, 21)",黄台吉,黄台吉,"['多尔衮', '想同', '其中', '的', '门道', '后', '，', '随即', '建议', '自己', '留在', '朝鲜', '，', '作为', '黄台吉', '离朝', '的', '后', '手', '，', '黄台吉', '果然', '答应', '了', '下来', '。']",军阀治世.txt
Nh,Ns,"(9, 10)","(16, 18)",黄台吉,攻城拔寨,"['黄台吉', '带领', '大军', '走', '得', '很', '匆忙', '，', '以', '黄台吉', '估计', '，', '就算', '明军', '在', '江北', '攻城', '拔寨', '，', '也', '无法', '在', '如此', '短暂', '的', '时间', '内', '打', '到', '牛毛', '寨', '。']",军阀治世.txt
Nh,Nh,"(0, 1)","(4, 5)",黄台吉,多尔衮,"['黄台吉', '这一', '走', '，', '多尔衮', '随即', '马不停蹄', '的', '赶往', '铁山', '。']",军阀治世.txt
Nh,Ns,"(4, 5)","(9, 10)",多尔衮,铁山,"['黄台吉', '这一', '走', '，', '多尔衮', '随即', '马不停蹄', '的', '赶往', '铁山', '。']",军阀治世.txt
Nh,Nh,"(0, 1)","(3, 4)",多尔衮,孔有德,"['多尔衮', '一走', '，', '孔有德', '马上', '向', '黄台吉', '报告', '了', '情况', '。']",军阀治世.txt
Nh,Nh,"(0, 1)","(6, 7)",多尔衮,黄台吉,"['多尔衮', '一走', '，', '孔有德', '马上', '向', '黄台吉', '报告', '了', '情况', '。']",军阀治世.txt
Nh,Nh,"(3, 4)","(6, 7)",孔有德,黄台吉,"['多尔衮', '一走', '，', '孔有德', '马上', '向', '黄台吉', '报告', '了', '情况', '。']",军阀治世.txt
Nh,Nh,"(0, 1)","(3, 4)",黄台吉,孔有德,"['黄台吉', '听', '了', '孔有德', '的', '报告', '，', '那', '肥胖', '的', '身体', '，', '剧烈', '的', '颤抖', '起来', '，', '只见', '他', '哇', '的', '一声', '，', '吐出', '了', '一口', '鲜血', '，', '然后', '便', '直接', '昏死', '了', '过去', '。']",军阀治世.txt
Nh,Nh,"(0, 1)","(5, 6)",多尔衮,黄台吉,"['多尔衮', '的', '逃离', '，', '给', '黄台吉', '的', '打击', '可谓', '是', '无比', '巨大', '，', '此刻', '黄台吉', '再', '笨', '也', '能', '想到', '辽东', '一定', '是', '发生', '了', '什么', '。']",军阀治世.txt
Nh,Ns,"(14, 15)","(20, 21)",黄台吉,辽东,"['多尔衮', '的', '逃离', '，', '给', '黄台吉', '的', '打击', '可谓', '是', '无比', '巨大', '，', '此刻', '黄台吉', '再', '笨', '也', '能', '想到', '辽东', '一定', '是', '发生', '了', '什么', '。']",军阀治世.txt
Nh,Ns,"(6, 7)","(13, 14)",多尔衮,朝鲜,"['若', '是', '没有', '发生', '什么', '，', '多尔衮', '也', '不敢', '带兵', '撇下', '他', '逃离', '朝鲜', '。']",军阀治世.txt
Ns,Ns,"(4, 5)","(6, 7)",辽东,旅顺,"['“', '明军', '已经', '登陆', '辽东', '，', '旅顺', '此刻', '说不定', '已经', '落入', '明军', '之手', '。', '”']",军阀治世.txt
Ns,Nh,"(17, 18)","(22, 23)",青岛,多尔衮,"['这', '也', '让', '多尔衮', '乘坐', '的', '战船', '成', '了', '显', '目的', '攻击', '对象', '，', '苏步', '恒', '指挥', '青岛', '号', '堵', '在', '了', '多尔衮', '逃窜', '的', '路线', '上', '，', '然后', '开炮', '摧毁', '风帆', '。']",军阀治世.txt
Ns,Ns,"(7, 8)","(13, 14)",山东,英国,"['那得', '看', '舰长', '的', '各自', '判断', '，', '山东', '海军', '走', '的', '并非', '是', '英国', '崛起', '之初', '所', '使用', '的', '刻板', '战术', '，', '而是', '注重', '基层', '指挥官', '的', '应变能力', '。']",军阀治世.txt
Ns,Ns,"(24, 25)","(27, 28)",龙口,龙口,"['苏步', '恒', '连忙', '让', '旗出', '旗语', '，', '让', '他们', '对', '驶向', '辽东湾', '的', '清军', '战船', '进行', '围堵', '，', '同时', '让', '飞剪', '船', '迅速', '返回', '龙口', '，', '让', '龙口', '船只', '封锁', '进入', '辽东湾', '的', '通道', '。']",军阀治世.txt
Ns,Ns,"(24, 25)","(31, 32)",龙口,辽东湾,"['苏步', '恒', '连忙', '让', '旗出', '旗语', '，', '让', '他们', '对', '驶向', '辽东湾', '的', '清军', '战船', '进行', '围堵', '，', '同时', '让', '飞剪', '船', '迅速', '返回', '龙口', '，', '让', '龙口', '船只', '封锁', '进入', '辽东湾', '的', '通道', '。']",军阀治世.txt
Ns,Ns,"(27, 28)","(31, 32)",龙口,辽东湾,"['苏步', '恒', '连忙', '让', '旗出', '旗语', '，', '让', '他们', '对', '驶向', '辽东湾', '的', '清军', '战船', '进行', '围堵', '，', '同时', '让', '飞剪', '船', '迅速', '返回', '龙口', '，', '让', '龙口', '船只', '封锁', '进入', '辽东湾', '的', '通道', '。']",军阀治世.txt
Ns,Ns,"(0, 1)","(2, 3)",从登州,辽东半岛,"['从登州', '到', '辽东半岛', '一线', '，', '只有', '一百公里', '的', '路程', '。']",军阀治世.txt
