Nh,Ns,"(0, 1)","(7, 8)",陶菊隐,湖南,"['陶菊隐', '（', '1898', '~', '1989', '）', '，', '湖南', '长沙人', '，', '民国', '时代', '的', '著名', '记者', '，', '近代', '军阀史', '的', '权威', '见证者', '和', '整理', '研究者', '。']"
Ns,Nh,"(15, 16)","(17, 18)",秦皇岛,江利,"['吴佩孚', '命令', '海军', '第二', '舰队', '司令', '杜锡珪', '调动', '海筹', '、', '海容', '两', '舰', '驶', '赴', '秦皇岛', '，', '江利', '、', '江元', '、', '楚同', '、', '楚谦', '四', '舰', '驶', '赴', '大沽口', '威胁', '奉军', '后方', '，', '由于', '帝国主义者', '根据', '《辛丑条约》', '不许', '中国', '在', '京', '奉', '路线', '及其', '沿海', '地区', '采取', '军事', '行动', '，', '这些', '舰队', '也', '未', '发挥', '作用', '。']"
Ns,Nh,"(15, 16)","(19, 20)",秦皇岛,江元,"['吴佩孚', '命令', '海军', '第二', '舰队', '司令', '杜锡珪', '调动', '海筹', '、', '海容', '两', '舰', '驶', '赴', '秦皇岛', '，', '江利', '、', '江元', '、', '楚同', '、', '楚谦', '四', '舰', '驶', '赴', '大沽口', '威胁', '奉军', '后方', '，', '由于', '帝国主义者', '根据', '《辛丑条约》', '不许', '中国', '在', '京', '奉', '路线', '及其', '沿海', '地区', '采取', '军事', '行动', '，', '这些', '舰队', '也', '未', '发挥', '作用', '。']"
Ns,Nh,"(15, 16)","(21, 22)",秦皇岛,楚同,"['吴佩孚', '命令', '海军', '第二', '舰队', '司令', '杜锡珪', '调动', '海筹', '、', '海容', '两', '舰', '驶', '赴', '秦皇岛', '，', '江利', '、', '江元', '、', '楚同', '、', '楚谦', '四', '舰', '驶', '赴', '大沽口', '威胁', '奉军', '后方', '，', '由于', '帝国主义者', '根据', '《辛丑条约》', '不许', '中国', '在', '京', '奉', '路线', '及其', '沿海', '地区', '采取', '军事', '行动', '，', '这些', '舰队', '也', '未', '发挥', '作用', '。']"
Nh,Nh,"(17, 18)","(19, 20)",江利,江元,"['吴佩孚', '命令', '海军', '第二', '舰队', '司令', '杜锡珪', '调动', '海筹', '、', '海容', '两', '舰', '驶', '赴', '秦皇岛', '，', '江利', '、', '江元', '、', '楚同', '、', '楚谦', '四', '舰', '驶', '赴', '大沽口', '威胁', '奉军', '后方', '，', '由于', '帝国主义者', '根据', '《辛丑条约》', '不许', '中国', '在', '京', '奉', '路线', '及其', '沿海', '地区', '采取', '军事', '行动', '，', '这些', '舰队', '也', '未', '发挥', '作用', '。']"
Nh,Nh,"(17, 18)","(21, 22)",江利,楚同,"['吴佩孚', '命令', '海军', '第二', '舰队', '司令', '杜锡珪', '调动', '海筹', '、', '海容', '两', '舰', '驶', '赴', '秦皇岛', '，', '江利', '、', '江元', '、', '楚同', '、', '楚谦', '四', '舰', '驶', '赴', '大沽口', '威胁', '奉军', '后方', '，', '由于', '帝国主义者', '根据', '《辛丑条约》', '不许', '中国', '在', '京', '奉', '路线', '及其', '沿海', '地区', '采取', '军事', '行动', '，', '这些', '舰队', '也', '未', '发挥', '作用', '。']"
Nh,Nh,"(17, 18)","(23, 24)",江利,楚谦,"['吴佩孚', '命令', '海军', '第二', '舰队', '司令', '杜锡珪', '调动', '海筹', '、', '海容', '两', '舰', '驶', '赴', '秦皇岛', '，', '江利', '、', '江元', '、', '楚同', '、', '楚谦', '四', '舰', '驶', '赴', '大沽口', '威胁', '奉军', '后方', '，', '由于', '帝国主义者', '根据', '《辛丑条约》', '不许', '中国', '在', '京', '奉', '路线', '及其', '沿海', '地区', '采取', '军事', '行动', '，', '这些', '舰队', '也', '未', '发挥', '作用', '。']"
Nh,Nh,"(19, 20)","(21, 22)",江元,楚同,"['吴佩孚', '命令', '海军', '第二', '舰队', '司令', '杜锡珪', '调动', '海筹', '、', '海容', '两', '舰', '驶', '赴', '秦皇岛', '，', '江利', '、', '江元', '、', '楚同', '、', '楚谦', '四', '舰', '驶', '赴', '大沽口', '威胁', '奉军', '后方', '，', '由于', '帝国主义者', '根据', '《辛丑条约》', '不许', '中国', '在', '京', '奉', '路线', '及其', '沿海', '地区', '采取', '军事', '行动', '，', '这些', '舰队', '也', '未', '发挥', '作用', '。']"
Nh,Nh,"(19, 20)","(23, 24)",江元,楚谦,"['吴佩孚', '命令', '海军', '第二', '舰队', '司令', '杜锡珪', '调动', '海筹', '、', '海容', '两', '舰', '驶', '赴', '秦皇岛', '，', '江利', '、', '江元', '、', '楚同', '、', '楚谦', '四', '舰', '驶', '赴', '大沽口', '威胁', '奉军', '后方', '，', '由于', '帝国主义者', '根据', '《辛丑条约》', '不许', '中国', '在', '京', '奉', '路线', '及其', '沿海', '地区', '采取', '军事', '行动', '，', '这些', '舰队', '也', '未', '发挥', '作用', '。']"
Nh,Nh,"(21, 22)","(23, 24)",楚同,楚谦,"['吴佩孚', '命令', '海军', '第二', '舰队', '司令', '杜锡珪', '调动', '海筹', '、', '海容', '两', '舰', '驶', '赴', '秦皇岛', '，', '江利', '、', '江元', '、', '楚同', '、', '楚谦', '四', '舰', '驶', '赴', '大沽口', '威胁', '奉军', '后方', '，', '由于', '帝国主义者', '根据', '《辛丑条约》', '不许', '中国', '在', '京', '奉', '路线', '及其', '沿海', '地区', '采取', '军事', '行动', '，', '这些', '舰队', '也', '未', '发挥', '作用', '。']"
Nh,Ns,"(21, 22)","(28, 29)",楚同,大沽口,"['吴佩孚', '命令', '海军', '第二', '舰队', '司令', '杜锡珪', '调动', '海筹', '、', '海容', '两', '舰', '驶', '赴', '秦皇岛', '，', '江利', '、', '江元', '、', '楚同', '、', '楚谦', '四', '舰', '驶', '赴', '大沽口', '威胁', '奉军', '后方', '，', '由于', '帝国主义者', '根据', '《辛丑条约》', '不许', '中国', '在', '京', '奉', '路线', '及其', '沿海', '地区', '采取', '军事', '行动', '，', '这些', '舰队', '也', '未', '发挥', '作用', '。']"
Nh,Ns,"(23, 24)","(28, 29)",楚谦,大沽口,"['吴佩孚', '命令', '海军', '第二', '舰队', '司令', '杜锡珪', '调动', '海筹', '、', '海容', '两', '舰', '驶', '赴', '秦皇岛', '，', '江利', '、', '江元', '、', '楚同', '、', '楚谦', '四', '舰', '驶', '赴', '大沽口', '威胁', '奉军', '后方', '，', '由于', '帝国主义者', '根据', '《辛丑条约》', '不许', '中国', '在', '京', '奉', '路线', '及其', '沿海', '地区', '采取', '军事', '行动', '，', '这些', '舰队', '也', '未', '发挥', '作用', '。']"
Ns,Ns,"(38, 39)","(40, 41)",中国,京,"['吴佩孚', '命令', '海军', '第二', '舰队', '司令', '杜锡珪', '调动', '海筹', '、', '海容', '两', '舰', '驶', '赴', '秦皇岛', '，', '江利', '、', '江元', '、', '楚同', '、', '楚谦', '四', '舰', '驶', '赴', '大沽口', '威胁', '奉军', '后方', '，', '由于', '帝国主义者', '根据', '《辛丑条约》', '不许', '中国', '在', '京', '奉', '路线', '及其', '沿海', '地区', '采取', '军事', '行动', '，', '这些', '舰队', '也', '未', '发挥', '作用', '。']"
Ns,BOOK,"(38, 39)","(36, 37)",中国,《辛丑条约》,"['吴佩孚', '命令', '海军', '第二', '舰队', '司令', '杜锡珪', '调动', '海筹', '、', '海容', '两', '舰', '驶', '赴', '秦皇岛', '，', '江利', '、', '江元', '、', '楚同', '、', '楚谦', '四', '舰', '驶', '赴', '大沽口', '威胁', '奉军', '后方', '，', '由于', '帝国主义者', '根据', '《辛丑条约》', '不许', '中国', '在', '京', '奉', '路线', '及其', '沿海', '地区', '采取', '军事', '行动', '，', '这些', '舰队', '也', '未', '发挥', '作用', '。']"
Ns,BOOK,"(40, 41)","(36, 37)",京,《辛丑条约》,"['吴佩孚', '命令', '海军', '第二', '舰队', '司令', '杜锡珪', '调动', '海筹', '、', '海容', '两', '舰', '驶', '赴', '秦皇岛', '，', '江利', '、', '江元', '、', '楚同', '、', '楚谦', '四', '舰', '驶', '赴', '大沽口', '威胁', '奉军', '后方', '，', '由于', '帝国主义者', '根据', '《辛丑条约》', '不许', '中国', '在', '京', '奉', '路线', '及其', '沿海', '地区', '采取', '军事', '行动', '，', '这些', '舰队', '也', '未', '发挥', '作用', '。']"
Ns,Nh,"(25, 26)","(27, 28)",日本,奉军,"['从', '战争', '开始', '的', '一', '天', '起', '，', '帝国主义', '报纸', '各自', '替', '自己', '的', '工具', '宣传', '胜利', '，', '西方', '国家', '说', '直军', '胜', '了', '，', '日本', '说', '奉军', '胜', '了', '。']"
Nh,Ns,"(8, 9)","(10, 11)",任丘,河间,"['实际', '情况', '是', '，', '东', '路', '直军', '败退', '任丘', '、', '河间', '，', '西', '路', '直军', '在', '奉军', '的', '优势', '炮火', '下', '也', '没有', '进展', '，', '而', '奉军', '骑兵', '从', '京汉线', '以东', '地区', '纵横', '扫荡', '，', '迫使', '直军', '退', '到', '路线', '附近', '，', '正面', '直军', '阵地', '也', '几乎', '动摇', '起来', '。']"
Ni,Nh,"(7, 9)","(11, 12)",北京政府,张作霖,"['直军', '随心所欲', '地', '发布', '号外', '说', '，', '北京', '政府', '已', '将', '张作霖', '免职', '，', '派', '张锡銮', '为', '东三省', '巡阅', '使', '，', '冯德麟', '为', '奉天', '督军', '。']"
Ni,Nh,"(7, 9)","(15, 16)",北京政府,张锡銮,"['直军', '随心所欲', '地', '发布', '号外', '说', '，', '北京', '政府', '已', '将', '张作霖', '免职', '，', '派', '张锡銮', '为', '东三省', '巡阅', '使', '，', '冯德麟', '为', '奉天', '督军', '。']"
Nh,Nh,"(11, 12)","(15, 16)",张作霖,张锡銮,"['直军', '随心所欲', '地', '发布', '号外', '说', '，', '北京', '政府', '已', '将', '张作霖', '免职', '，', '派', '张锡銮', '为', '东三省', '巡阅', '使', '，', '冯德麟', '为', '奉天', '督军', '。']"
Nh,Nh,"(15, 16)","(21, 22)",张锡銮,冯德麟,"['直军', '随心所欲', '地', '发布', '号外', '说', '，', '北京', '政府', '已', '将', '张作霖', '免职', '，', '派', '张锡銮', '为', '东三省', '巡阅', '使', '，', '冯德麟', '为', '奉天', '督军', '。']"
Nh,Ns,"(21, 22)","(23, 24)",冯德麟,奉天,"['直军', '随心所欲', '地', '发布', '号外', '说', '，', '北京', '政府', '已', '将', '张作霖', '免职', '，', '派', '张锡銮', '为', '东三省', '巡阅', '使', '，', '冯德麟', '为', '奉天', '督军', '。']"
Nh,Nh,"(7, 8)","(13, 14)",冯国璋,王廷祯,"['第十六', '师', '原', '系', '已故', '直系', '首领', '冯国璋', '的', '旧', '部', '，', '师长', '王廷祯', '被', '奉系', '赶走', '，', '改派', '邹芬', '继任', '。']"
Nh,Nh,"(13, 14)","(19, 20)",王廷祯,邹芬,"['第十六', '师', '原', '系', '已故', '直系', '首领', '冯国璋', '的', '旧', '部', '，', '师长', '王廷祯', '被', '奉系', '赶走', '，', '改派', '邹芬', '继任', '。']"
Ns,Ns,"(15, 16)","(21, 22)",北京,北京,"['第十六', '师', '倒戈', '是', '奉直', '战争', '决定', '胜败', '的', '重大', '因素', '，', '当天', '退回', '到', '北京', '的', '奉军', '以及', '原', '驻', '北京', '的', '奉军', '，', '都', '被', '惯', '于', '打', '落水狗', '的', '北京', '驻军', '包围', '缴械', '，', '西线', '奉军', '就', '被', '消灭', '了', '。']"
Ns,Nh,"(32, 33)","(38, 39)",北京,奉军,"['第十六', '师', '倒戈', '是', '奉直', '战争', '决定', '胜败', '的', '重大', '因素', '，', '当天', '退回', '到', '北京', '的', '奉军', '以及', '原', '驻', '北京', '的', '奉军', '，', '都', '被', '惯', '于', '打', '落水狗', '的', '北京', '驻军', '包围', '缴械', '，', '西线', '奉军', '就', '被', '消灭', '了', '。']"
Nh,Ns,"(0, 1)","(3, 4)",张景惠,北京,"['张景惠', '留', '在', '北京', '“', '待罪', '”', '，', '并', '电劝', '曹锟', '“', '勿', '为', '己', '甚', '”', '。']"
Ns,Nh,"(3, 4)","(10, 11)",北京,曹锟,"['张景惠', '留', '在', '北京', '“', '待罪', '”', '，', '并', '电劝', '曹锟', '“', '勿', '为', '己', '甚', '”', '。']"
Nh,Nh,"(28, 29)","(30, 31)",梁士诒,张弧三,"['这', '位', '胆小', '总统', '仍然', '害怕', '张作霖', '，', '不', '敢', '加以', '惩罚', '，', '但是', '为了', '讨好', '战胜', '者', '，', '不得不', '再', '下', '一', '道', '命令', '，', '指叶恭绰', '、', '梁士诒', '、', '张弧三', '人', '为', '战争', '祸首', '而', '加以', '通缉', '。']"
Nh,Nh,"(0, 1)","(2, 3)",周自齐,梁,"['周自齐', '和', '梁', '是', '几十', '年', '老朋友', '，', '他', '在', '命令', '公布', '前', '，', '打', '长途电话', '劝梁', '离开', '天津', '，', '并且', '解释', '本人', '处境', '困难', '，', '不能不', '副署', '这', '道', '命令', '，', '梁', '却', '大肆', '调侃', '，', '悻悻', '地', '把', '听机', '挂', '上', '了', '。']"
Nh,Nh,"(3, 4)","(7, 8)",梁士诒,叶恭绰,"['5月', '7日', '，', '梁士诒', '化名', '高信', '，', '叶恭绰', '化名', '曾敏勋', '，', '张弧化', '名孙', '虚曲', '，', '自', '天津', '乘芝', '罘丸', '逃往', '日本', '。']"
Nh,Nh,"(3, 4)","(9, 10)",梁士诒,曾敏勋,"['5月', '7日', '，', '梁士诒', '化名', '高信', '，', '叶恭绰', '化名', '曾敏勋', '，', '张弧化', '名孙', '虚曲', '，', '自', '天津', '乘芝', '罘丸', '逃往', '日本', '。']"
Nh,Nh,"(7, 8)","(9, 10)",叶恭绰,曾敏勋,"['5月', '7日', '，', '梁士诒', '化名', '高信', '，', '叶恭绰', '化名', '曾敏勋', '，', '张弧化', '名孙', '虚曲', '，', '自', '天津', '乘芝', '罘丸', '逃往', '日本', '。']"
Nh,Ni,"(9, 10)","(16, 19)",曾敏勋,天津乘芝罘丸,"['5月', '7日', '，', '梁士诒', '化名', '高信', '，', '叶恭绰', '化名', '曾敏勋', '，', '张弧化', '名孙', '虚曲', '，', '自', '天津', '乘芝', '罘丸', '逃往', '日本', '。']"
Ni,Ns,"(16, 19)","(20, 21)",天津乘芝罘丸,日本,"['5月', '7日', '，', '梁士诒', '化名', '高信', '，', '叶恭绰', '化名', '曾敏勋', '，', '张弧化', '名孙', '虚曲', '，', '自', '天津', '乘芝', '罘丸', '逃往', '日本', '。']"
Nh,Ns,"(20, 21)","(22, 23)",王承斌,奉天,"['他', '本来', '打算', '利用', '“', '奉人', '治', '奉', '”', '的', '口号', '，', '把', '对', '奉', '问题', '交给', '第二十三', '师', '师长', '王承斌', '(', '奉天', '人', ')', '处理', '，', '而', '王承斌', '也', '并', '无', '出关', '追敌', '的', '勇气', '。']"
Ns,Nh,"(22, 23)","(28, 29)",奉天,王承斌,"['他', '本来', '打算', '利用', '“', '奉人', '治', '奉', '”', '的', '口号', '，', '把', '对', '奉', '问题', '交给', '第二十三', '师', '师长', '王承斌', '(', '奉天', '人', ')', '处理', '，', '而', '王承斌', '也', '并', '无', '出关', '追敌', '的', '勇气', '。']"
Nh,Ns,"(2, 3)","(7, 9)",孙中山,江西北伐,"['同时', '，', '孙中山', '的', '北伐军', '已经', '改道', '江西', '北伐', '，', '吴佩孚', '必须', '拨转', '马头', '对付', '南方', '，', '也', '就', '没有', '余力', '把', '对', '奉', '战争', '进行', '到底', '了', '。']"
Ns,Nh,"(7, 9)","(10, 11)",江西北伐,吴佩孚,"['同时', '，', '孙中山', '的', '北伐军', '已经', '改道', '江西', '北伐', '，', '吴佩孚', '必须', '拨转', '马头', '对付', '南方', '，', '也', '就', '没有', '余力', '把', '对', '奉', '战争', '进行', '到底', '了', '。']"
Ns,Ns,"(4, 5)","(5, 6)",英,美,"['奉直', '两', '系', '在', '英', '美', '两', '国', '的', '调停', '下', '成立', '停战', '协定']"
Nh,Ns,"(0, 1)","(4, 5)",奉军,津浦,"['奉军', '在', '京汉', '、', '津浦', '两线', '退却', '的', '时候', '，', '天津', '帝国主义', '驻军', '为了', '避免', '引起', '天津', '骚乱', '，', '准许', '奉直', '双方', '利用', '铁道', '及', '河流', '运兵', '，', '但', '奉军', '不得', '下车', '，', '天津', '周围', '20', '里', '内', '不得', '驻', '兵', '的', '条约', '不得', '违反', '。']"
Ns,Ns,"(4, 5)","(10, 11)",津浦,天津,"['奉军', '在', '京汉', '、', '津浦', '两线', '退却', '的', '时候', '，', '天津', '帝国主义', '驻军', '为了', '避免', '引起', '天津', '骚乱', '，', '准许', '奉直', '双方', '利用', '铁道', '及', '河流', '运兵', '，', '但', '奉军', '不得', '下车', '，', '天津', '周围', '20', '里', '内', '不得', '驻', '兵', '的', '条约', '不得', '违反', '。']"
Ns,Ns,"(10, 11)","(16, 17)",天津,天津,"['奉军', '在', '京汉', '、', '津浦', '两线', '退却', '的', '时候', '，', '天津', '帝国主义', '驻军', '为了', '避免', '引起', '天津', '骚乱', '，', '准许', '奉直', '双方', '利用', '铁道', '及', '河流', '运兵', '，', '但', '奉军', '不得', '下车', '，', '天津', '周围', '20', '里', '内', '不得', '驻', '兵', '的', '条约', '不得', '违反', '。']"
Nh,Ns,"(3, 4)","(5, 6)",奉军,滦州,"['1922年', '5月', '7日', '奉军', '在', '滦州', '集中', '时', '，', '英国', '公使', '艾斯顿', '提出', '声明', '，', '如果', '开滦', '煤矿', '受到', '影响', '或者', '英国', '侨民', '的', '生命', '财产', '受到', '损害', '，', '一定', '惟', '张作霖', '是', '问', '，', '如果', '京奉车', '不通', '，', '必要', '时', '拟', '派', '英军', '前来', '保护', '通车', '。']"
Nh,Ns,"(3, 4)","(9, 10)",奉军,英国,"['1922年', '5月', '7日', '奉军', '在', '滦州', '集中', '时', '，', '英国', '公使', '艾斯顿', '提出', '声明', '，', '如果', '开滦', '煤矿', '受到', '影响', '或者', '英国', '侨民', '的', '生命', '财产', '受到', '损害', '，', '一定', '惟', '张作霖', '是', '问', '，', '如果', '京奉车', '不通', '，', '必要', '时', '拟', '派', '英军', '前来', '保护', '通车', '。']"
Ns,Ns,"(5, 6)","(9, 10)",滦州,英国,"['1922年', '5月', '7日', '奉军', '在', '滦州', '集中', '时', '，', '英国', '公使', '艾斯顿', '提出', '声明', '，', '如果', '开滦', '煤矿', '受到', '影响', '或者', '英国', '侨民', '的', '生命', '财产', '受到', '损害', '，', '一定', '惟', '张作霖', '是', '问', '，', '如果', '京奉车', '不通', '，', '必要', '时', '拟', '派', '英军', '前来', '保护', '通车', '。']"
Ns,Nh,"(5, 6)","(11, 12)",滦州,艾斯顿,"['1922年', '5月', '7日', '奉军', '在', '滦州', '集中', '时', '，', '英国', '公使', '艾斯顿', '提出', '声明', '，', '如果', '开滦', '煤矿', '受到', '影响', '或者', '英国', '侨民', '的', '生命', '财产', '受到', '损害', '，', '一定', '惟', '张作霖', '是', '问', '，', '如果', '京奉车', '不通', '，', '必要', '时', '拟', '派', '英军', '前来', '保护', '通车', '。']"
Ns,Nh,"(9, 10)","(11, 12)",英国,艾斯顿,"['1922年', '5月', '7日', '奉军', '在', '滦州', '集中', '时', '，', '英国', '公使', '艾斯顿', '提出', '声明', '，', '如果', '开滦', '煤矿', '受到', '影响', '或者', '英国', '侨民', '的', '生命', '财产', '受到', '损害', '，', '一定', '惟', '张作霖', '是', '问', '，', '如果', '京奉车', '不通', '，', '必要', '时', '拟', '派', '英军', '前来', '保护', '通车', '。']"
Ns,Ni,"(9, 10)","(16, 18)",英国,开滦煤矿,"['1922年', '5月', '7日', '奉军', '在', '滦州', '集中', '时', '，', '英国', '公使', '艾斯顿', '提出', '声明', '，', '如果', '开滦', '煤矿', '受到', '影响', '或者', '英国', '侨民', '的', '生命', '财产', '受到', '损害', '，', '一定', '惟', '张作霖', '是', '问', '，', '如果', '京奉车', '不通', '，', '必要', '时', '拟', '派', '英军', '前来', '保护', '通车', '。']"
Nh,Ni,"(11, 12)","(16, 18)",艾斯顿,开滦煤矿,"['1922年', '5月', '7日', '奉军', '在', '滦州', '集中', '时', '，', '英国', '公使', '艾斯顿', '提出', '声明', '，', '如果', '开滦', '煤矿', '受到', '影响', '或者', '英国', '侨民', '的', '生命', '财产', '受到', '损害', '，', '一定', '惟', '张作霖', '是', '问', '，', '如果', '京奉车', '不通', '，', '必要', '时', '拟', '派', '英军', '前来', '保护', '通车', '。']"
Ni,Ns,"(16, 18)","(21, 22)",开滦煤矿,英国,"['1922年', '5月', '7日', '奉军', '在', '滦州', '集中', '时', '，', '英国', '公使', '艾斯顿', '提出', '声明', '，', '如果', '开滦', '煤矿', '受到', '影响', '或者', '英国', '侨民', '的', '生命', '财产', '受到', '损害', '，', '一定', '惟', '张作霖', '是', '问', '，', '如果', '京奉车', '不通', '，', '必要', '时', '拟', '派', '英军', '前来', '保护', '通车', '。']"
Nh,Ns,"(1, 2)","(5, 6)",吴佩孚,天津,"['7日', '吴佩孚', '视察', '军粮城', '回到', '天津', '时', '，', '不少', '中外', '人士', '前往', '谒', '见', '，', '这个', '战胜者', '高谈阔论', '，', '大有昂然自得', '之', '貌', '。']"
Nh,Ni,"(0, 1)","(3, 5)",吴,北京政府,"['吴', '一再', '催促', '北京', '政府', '下令', '惩办', '张作霖', '。']"
Nh,Nh,"(0, 1)","(7, 8)",吴,张作霖,"['吴', '一再', '催促', '北京', '政府', '下令', '惩办', '张作霖', '。']"
Ni,Nh,"(3, 5)","(7, 8)",北京政府,张作霖,"['吴', '一再', '催促', '北京', '政府', '下令', '惩办', '张作霖', '。']"
Ni,Nh,"(3, 5)","(10, 11)",北京政府,张作霖,"['5月', '10日', '，', '北京', '政府', '下令', '裁撤', '东三省', '巡阅使', '，', '张作霖', '免去', '本', '兼', '各职', '，', '听候', '查办', '。']"
Nh,Ns,"(16, 17)","(18, 19)",吴俊升,奉天,"['10日', '，', '又', '下令', '裁撤', '蒙疆经', '略', '使', '，', '并', '根据', '直系', '的', '意见', '，', '调任', '吴俊升', '为', '奉天', '督军', '，', '任命', '冯德麟', '为', '黑龙江', '督军', '。']"
Nh,Nh,"(16, 17)","(22, 23)",吴俊升,冯德麟,"['10日', '，', '又', '下令', '裁撤', '蒙疆经', '略', '使', '，', '并', '根据', '直系', '的', '意见', '，', '调任', '吴俊升', '为', '奉天', '督军', '，', '任命', '冯德麟', '为', '黑龙江', '督军', '。']"
Ns,Nh,"(18, 19)","(22, 23)",奉天,冯德麟,"['10日', '，', '又', '下令', '裁撤', '蒙疆经', '略', '使', '，', '并', '根据', '直系', '的', '意见', '，', '调任', '吴俊升', '为', '奉天', '督军', '，', '任命', '冯德麟', '为', '黑龙江', '督军', '。']"
Ns,Ns,"(18, 19)","(24, 25)",奉天,黑龙江,"['10日', '，', '又', '下令', '裁撤', '蒙疆经', '略', '使', '，', '并', '根据', '直系', '的', '意见', '，', '调任', '吴俊升', '为', '奉天', '督军', '，', '任命', '冯德麟', '为', '黑龙江', '督军', '。']"
Nh,Ns,"(22, 23)","(24, 25)",冯德麟,黑龙江,"['10日', '，', '又', '下令', '裁撤', '蒙疆经', '略', '使', '，', '并', '根据', '直系', '的', '意见', '，', '调任', '吴俊升', '为', '奉天', '督军', '，', '任命', '冯德麟', '为', '黑龙江', '督军', '。']"
Ni,Ns,"(2, 5)","(6, 7)",东三省省议会联合会,沈阳,"['同一天', '，', '东三省省', '议会', '联合会', '及', '沈阳', '各', '团体', '通电', '否认', '罢免', '张作霖', '的', '“', '乱命', '”', '。']"
Ns,Nh,"(6, 7)","(12, 13)",沈阳,张作霖,"['同一天', '，', '东三省省', '议会', '联合会', '及', '沈阳', '各', '团体', '通电', '否认', '罢免', '张作霖', '的', '“', '乱命', '”', '。']"
Nh,Ns,"(2, 3)","(4, 5)",张作霖,滦州,"['12日', '，', '张作霖', '在', '滦州', '宣布', '独立', '，', '改称', '奉军', '总司令', '，', '并', '发表', '对外', '宣言', '：', '“', '对于', '友邦', '人民', '生命', '财产力', '加', '保护', '，', '所有', '前', '清', '及', '民国', '时期', '所', '订', '各项', '条约', '一概', '承认', '。']"
Ns,Ns,"(6, 7)","(11, 12)",北京,蒙古,"['自', '本月', '一日', '起', '，', '所有', '北京', '订立', '关于', '东三省', '、', '蒙古', '、', '热河', '、', '察哈尔', '之', '条约', '，', '未', '得', '本', '总司令', '允许者', '，', '概', '不', '承认', '。', '”']"
Ns,Ns,"(6, 7)","(13, 14)",北京,热河,"['自', '本月', '一日', '起', '，', '所有', '北京', '订立', '关于', '东三省', '、', '蒙古', '、', '热河', '、', '察哈尔', '之', '条约', '，', '未', '得', '本', '总司令', '允许者', '，', '概', '不', '承认', '。', '”']"
Ns,Ns,"(11, 12)","(13, 14)",蒙古,热河,"['自', '本月', '一日', '起', '，', '所有', '北京', '订立', '关于', '东三省', '、', '蒙古', '、', '热河', '、', '察哈尔', '之', '条约', '，', '未', '得', '本', '总司令', '允许者', '，', '概', '不', '承认', '。', '”']"
Ns,Ns,"(11, 12)","(15, 16)",蒙古,察哈尔,"['自', '本月', '一日', '起', '，', '所有', '北京', '订立', '关于', '东三省', '、', '蒙古', '、', '热河', '、', '察哈尔', '之', '条约', '，', '未', '得', '本', '总司令', '允许者', '，', '概', '不', '承认', '。', '”']"
Ns,Ns,"(13, 14)","(15, 16)",热河,察哈尔,"['自', '本月', '一日', '起', '，', '所有', '北京', '订立', '关于', '东三省', '、', '蒙古', '、', '热河', '、', '察哈尔', '之', '条约', '，', '未', '得', '本', '总司令', '允许者', '，', '概', '不', '承认', '。', '”']"
Nh,Ns,"(0, 1)","(4, 5)",奉军,日本,"['奉军', '战败', '后', '，', '日本', '外相', '内田', '发表', '了', '对', '东三省', '局势', '严守', '中立', '的', '宣言', '。']"
Ns,Nh,"(7, 8)","(13, 14)",日本,张作霖,"['内田', '宣言', '本来', '是', '外交', '烟幕', '，', '日本', '军国主义', '分子', '是', '积极', '支持', '张作霖', '的', '，', '东京', '竟', '有', '“', '张作霖', '后援会', '”', '出现', '，', '可见', '他们', '是', '不', '会', '允许', '代表', '英', '美', '势力', '的', '直军', '侵入', '他们', '的', '势力', '范围', '的', '。']"
Nh,Ns,"(13, 14)","(16, 17)",张作霖,东京,"['内田', '宣言', '本来', '是', '外交', '烟幕', '，', '日本', '军国主义', '分子', '是', '积极', '支持', '张作霖', '的', '，', '东京', '竟', '有', '“', '张作霖', '后援会', '”', '出现', '，', '可见', '他们', '是', '不', '会', '允许', '代表', '英', '美', '势力', '的', '直军', '侵入', '他们', '的', '势力', '范围', '的', '。']"
Nh,Nh,"(13, 14)","(20, 21)",张作霖,张作霖,"['内田', '宣言', '本来', '是', '外交', '烟幕', '，', '日本', '军国主义', '分子', '是', '积极', '支持', '张作霖', '的', '，', '东京', '竟', '有', '“', '张作霖', '后援会', '”', '出现', '，', '可见', '他们', '是', '不', '会', '允许', '代表', '英', '美', '势力', '的', '直军', '侵入', '他们', '的', '势力', '范围', '的', '。']"
Ns,Nh,"(16, 17)","(20, 21)",东京,张作霖,"['内田', '宣言', '本来', '是', '外交', '烟幕', '，', '日本', '军国主义', '分子', '是', '积极', '支持', '张作霖', '的', '，', '东京', '竟', '有', '“', '张作霖', '后援会', '”', '出现', '，', '可见', '他们', '是', '不', '会', '允许', '代表', '英', '美', '势力', '的', '直军', '侵入', '他们', '的', '势力', '范围', '的', '。']"
Ns,Ns,"(32, 33)","(33, 34)",英,美,"['内田', '宣言', '本来', '是', '外交', '烟幕', '，', '日本', '军国主义', '分子', '是', '积极', '支持', '张作霖', '的', '，', '东京', '竟', '有', '“', '张作霖', '后援会', '”', '出现', '，', '可见', '他们', '是', '不', '会', '允许', '代表', '英', '美', '势力', '的', '直军', '侵入', '他们', '的', '势力', '范围', '的', '。']"
Nh,Ns,"(3, 4)","(9, 10)",王承斌,天津,"['5月', '10日', '，', '王承斌', '率领', '第二十三', '师', '开', '到', '天津', '，', '吴佩孚', '就', '由', '天津', '到', '保定', '去', '了', '。']"
